,iso2,year,cases,sex,age
21295,NZ,2004,10.0,Male,35-44
21296,NZ,2005,6.0,Male,35-44
21297,NZ,2006,8.0,Male,35-44
21298,NZ,2007,7.0,Male,35-44
21299,NZ,2008,9.0,Male,35-44
21315,OM,1995,7.0,Male,35-44
21316,OM,1996,8.0,Male,35-44
21317,OM,1997,14.0,Male,35-44
21318,OM,1998,8.0,Male,35-44
21319,OM,1999,23.0,Male,35-44
21320,OM,2000,11.0,Male,35-44
21321,OM,2001,12.0,Male,35-44
21322,OM,2002,20.0,Male,35-44
21323,OM,2003,31.0,Male,35-44
21324,OM,2004,23.0,Male,35-44
21325,OM,2005,24.0,Male,35-44
21326,OM,2006,18.0,Male,35-44
21327,OM,2007,25.0,Male,35-44
21328,OM,2008,28.0,Male,35-44
21344,PA,1995,112.0,Male,35-44
21345,PA,1996,87.0,Male,35-44
21346,PA,1997,117.0,Male,35-44
21347,PA,1998,10.0,Male,35-44
21348,PA,1999,134.0,Male,35-44
21349,PA,2000,61.0,Male,35-44
21350,PA,2001,89.0,Male,35-44
21351,PA,2002,101.0,Male,35-44
21352,PA,2003,81.0,Male,35-44
21353,PA,2004,118.0,Male,35-44
21354,PA,2005,129.0,Male,35-44
21355,PA,2006,107.0,Male,35-44
21356,PA,2007,116.0,Male,35-44
21357,PA,2008,91.0,Male,35-44
21373,PE,1995,454.0,Male,35-44
21374,PE,1996,420.0,Male,35-44
21375,PE,1997,1971.0,Male,35-44
21376,PE,1998,2095.0,Male,35-44
21377,PE,1999,1586.0,Male,35-44
21378,PE,2000,1546.0,Male,35-44
21379,PE,2001,1550.0,Male,35-44
21380,PE,2002,298.0,Male,35-44
21381,PE,2003,355.0,Male,35-44
21382,PE,2004,1357.0,Male,35-44
21383,PE,2005,1513.0,Male,35-44
21384,PE,2006,1494.0,Male,35-44
21385,PE,2007,1585.0,Male,35-44
21386,PE,2008,1564.0,Male,35-44
21403,PF,1996,5.0,Male,35-44
21404,PF,1997,4.0,Male,35-44
21405,PF,1998,3.0,Male,35-44
21406,PF,1999,2.0,Male,35-44
21407,PF,2000,4.0,Male,35-44
21408,PF,2001,2.0,Male,35-44
21409,PF,2002,1.0,Male,35-44
21410,PF,2003,1.0,Male,35-44
21411,PF,2004,3.0,Male,35-44
21412,PF,2005,2.0,Male,35-44
21413,PF,2006,3.0,Male,35-44
21414,PF,2007,2.0,Male,35-44
21415,PF,2008,1.0,Male,35-44
21432,PG,1996,18.0,Male,35-44
21433,PG,1997,5.0,Male,35-44
21434,PG,1998,30.0,Male,35-44
21435,PG,1999,9.0,Male,35-44
21436,PG,2000,30.0,Male,35-44
21437,PG,2001,29.0,Male,35-44
21438,PG,2002,74.0,Male,35-44
21439,PG,2003,96.0,Male,35-44
21440,PG,2004,90.0,Male,35-44
21441,PG,2005,108.0,Male,35-44
21442,PG,2006,122.0,Male,35-44
21443,PG,2007,112.0,Male,35-44
21444,PG,2008,160.0,Male,35-44
21460,PH,1995,61.0,Male,35-44
21461,PH,1996,58.0,Male,35-44
21462,PH,1997,303.0,Male,35-44
21463,PH,1998,356.0,Male,35-44
21468,PH,2003,11458.0,Male,35-44
21469,PH,2004,12229.0,Male,35-44
21470,PH,2005,13253.0,Male,35-44
21471,PH,2006,13478.0,Male,35-44
21472,PH,2007,13810.0,Male,35-44
21473,PH,2008,13529.0,Male,35-44
21488,PK,1995,178.0,Male,35-44
21491,PK,1998,328.0,Male,35-44
21492,PK,1999,65.0,Male,35-44
21493,PK,2000,256.0,Male,35-44
21494,PK,2001,673.0,Male,35-44
21495,PK,2002,1270.0,Male,35-44
21496,PK,2003,1851.0,Male,35-44
21497,PK,2004,2676.0,Male,35-44
21498,PK,2005,4263.0,Male,35-44
21499,PK,2006,5594.0,Male,35-44
21500,PK,2007,7717.0,Male,35-44
21501,PK,2008,8428.0,Male,35-44
21517,PL,1995,795.0,Male,35-44
21518,PL,1996,1365.0,Male,35-44
21519,PL,1997,781.0,Male,35-44
21520,PL,1998,752.0,Male,35-44
21521,PL,1999,681.0,Male,35-44
21522,PL,2000,812.0,Male,35-44
21523,PL,2001,603.0,Male,35-44
21524,PL,2002,515.0,Male,35-44
21525,PL,2003,436.0,Male,35-44
21526,PL,2004,425.0,Male,35-44
21527,PL,2005,389.0,Male,35-44
21528,PL,2006,390.0,Male,35-44
21529,PL,2007,395.0,Male,35-44
21530,PL,2008,397.0,Male,35-44
21545,PR,1995,20.0,Male,35-44
21546,PR,1996,18.0,Male,35-44
21547,PR,1997,18.0,Male,35-44
21548,PR,1998,16.0,Male,35-44
21549,PR,1999,22.0,Male,35-44
21550,PR,2000,19.0,Male,35-44
21551,PR,2001,11.0,Male,35-44
21552,PR,2002,12.0,Male,35-44
21553,PR,2003,8.0,Male,35-44
21554,PR,2004,8.0,Male,35-44
21555,PR,2005,7.0,Male,35-44
21556,PR,2006,6.0,Male,35-44
21557,PR,2007,9.0,Male,35-44
21558,PR,2008,3.0,Male,35-44
21572,PS,1995,0.0,Male,35-44
21573,PS,1996,2.0,Male,35-44
21578,PS,2003,1.0,Male,35-44
21581,PS,2006,4.0,Male,35-44
21582,PS,2007,2.0,Male,35-44
21583,PS,2008,3.0,Male,35-44
21599,PT,1995,328.0,Male,35-44
21600,PT,1996,331.0,Male,35-44
21601,PT,1997,303.0,Male,35-44
21602,PT,1998,362.0,Male,35-44
21603,PT,1999,378.0,Male,35-44
21604,PT,2000,349.0,Male,35-44
21605,PT,2001,356.0,Male,35-44
21606,PT,2002,411.0,Male,35-44
21607,PT,2003,333.0,Male,35-44
21608,PT,2004,336.0,Male,35-44
21609,PT,2005,284.0,Male,35-44
21610,PT,2006,259.0,Male,35-44
21611,PT,2007,268.0,Male,35-44
21612,PT,2008,212.0,Male,35-44
21627,PW,1995,0.0,Male,35-44
21628,PW,1996,0.0,Male,35-44
21629,PW,1997,2.0,Male,35-44
21631,PW,1999,5.0,Male,35-44
21633,PW,2002,1.0,Male,35-44
21634,PW,2003,1.0,Male,35-44
21637,PW,2006,2.0,Male,35-44
21638,PW,2007,0.0,Male,35-44
21655,PY,1995,96.0,Male,35-44
21656,PY,1996,79.0,Male,35-44
21657,PY,1997,75.0,Male,35-44
21658,PY,1998,96.0,Male,35-44
21659,PY,1999,111.0,Male,35-44
21660,PY,2000,105.0,Male,35-44
21661,PY,2001,85.0,Male,35-44
21662,PY,2002,112.0,Male,35-44
21663,PY,2003,109.0,Male,35-44
21664,PY,2004,120.0,Male,35-44
21665,PY,2005,136.0,Male,35-44
21666,PY,2006,143.0,Male,35-44
21667,PY,2007,152.0,Male,35-44
21668,PY,2008,138.0,Male,35-44
21683,QA,1995,11.0,Male,35-44
21684,QA,1996,16.0,Male,35-44
21685,QA,1997,7.0,Male,35-44
21686,QA,1998,8.0,Male,35-44
21687,QA,1999,12.0,Male,35-44
21688,QA,2000,9.0,Male,35-44
21689,QA,2001,3.0,Male,35-44
21690,QA,2002,9.0,Male,35-44
21691,QA,2003,17.0,Male,35-44
21692,QA,2004,13.0,Male,35-44
21693,QA,2005,17.0,Male,35-44
21694,QA,2006,17.0,Male,35-44
21695,QA,2007,19.0,Male,35-44
21696,QA,2008,26.0,Male,35-44
21712,RO,1995,3608.0,Male,35-44
21713,RO,1996,2606.0,Male,35-44
21714,RO,1997,2535.0,Male,35-44
21715,RO,1998,2327.0,Male,35-44
21716,RO,1999,2043.0,Male,35-44
21717,RO,2000,1799.0,Male,35-44
21718,RO,2001,1925.0,Male,35-44
21719,RO,2002,1854.0,Male,35-44
21720,RO,2003,1695.0,Male,35-44
21721,RO,2004,1798.0,Male,35-44
21722,RO,2005,1786.0,Male,35-44
21723,RO,2006,1624.0,Male,35-44
21724,RO,2007,1559.0,Male,35-44
21725,RO,2008,1656.0,Male,35-44
21726,RS,2005,118.0,Male,35-44
21727,RS,2006,107.0,Male,35-44
21728,RS,2007,102.0,Male,35-44
21729,RS,2008,86.0,Male,35-44
21746,RU,1996,69.0,Male,35-44
21747,RU,1997,150.0,Male,35-44
21748,RU,1998,161.0,Male,35-44
21749,RU,1999,5037.0,Male,35-44
21750,RU,2000,596.0,Male,35-44
21751,RU,2001,5912.0,Male,35-44
21752,RU,2002,6003.0,Male,35-44
21753,RU,2003,5979.0,Male,35-44
21754,RU,2004,6165.0,Male,35-44
21756,RU,2006,5923.0,Male,35-44
21757,RU,2007,5874.0,Male,35-44
21758,RU,2008,6005.0,Male,35-44
21771,RW,1996,325.0,Male,35-44
21772,RW,1997,537.0,Male,35-44
21774,RW,1999,424.0,Male,35-44
21775,RW,2000,824.0,Male,35-44
21777,RW,2002,184.0,Male,35-44
21778,RW,2003,424.0,Male,35-44
21779,RW,2004,595.0,Male,35-44
21780,RW,2005,592.0,Male,35-44
21781,RW,2006,591.0,Male,35-44
21782,RW,2007,556.0,Male,35-44
21783,RW,2008,573.0,Male,35-44
21801,SA,1998,96.0,Male,35-44
21802,SA,1999,245.0,Male,35-44
21803,SA,2000,213.0,Male,35-44
21804,SA,2001,163.0,Male,35-44
21805,SA,2002,211.0,Male,35-44
21806,SA,2003,200.0,Male,35-44
21807,SA,2004,217.0,Male,35-44
21808,SA,2005,201.0,Male,35-44
21809,SA,2006,229.0,Male,35-44
21810,SA,2007,219.0,Male,35-44
21811,SA,2008,184.0,Male,35-44
21827,SB,1995,5.0,Male,35-44
21828,SB,1996,3.0,Male,35-44
21829,SB,1997,6.0,Male,35-44
21830,SB,1998,14.0,Male,35-44
21832,SB,2000,8.0,Male,35-44
21834,SB,2002,9.0,Male,35-44
21835,SB,2003,12.0,Male,35-44
21836,SB,2004,8.0,Male,35-44
21837,SB,2005,9.0,Male,35-44
21838,SB,2006,4.0,Male,35-44
21839,SB,2007,12.0,Male,35-44
21840,SB,2008,11.0,Male,35-44
21854,SC,1995,1.0,Male,35-44
21855,SC,1996,3.0,Male,35-44
21856,SC,1997,2.0,Male,35-44
21857,SC,1998,3.0,Male,35-44
21859,SC,2000,4.0,Male,35-44
21860,SC,2001,4.0,Male,35-44
21861,SC,2002,1.0,Male,35-44
21862,SC,2003,0.0,Male,35-44
21863,SC,2004,0.0,Male,35-44
21864,SC,2005,2.0,Male,35-44
21867,SC,2008,0.0,Male,35-44
21880,SD,1995,634.0,Male,35-44
21883,SD,1998,1133.0,Male,35-44
21884,SD,1999,1270.0,Male,35-44
21885,SD,2000,1351.0,Male,35-44
21886,SD,2001,1085.0,Male,35-44
21887,SD,2002,1168.0,Male,35-44
21888,SD,2003,1271.0,Male,35-44
21889,SD,2004,1465.0,Male,35-44
21890,SD,2005,1541.0,Male,35-44
21891,SD,2006,1504.0,Male,35-44
21892,SD,2007,1540.0,Male,35-44
21893,SD,2008,1301.0,Male,35-44
21909,SE,1995,8.0,Male,35-44
21910,SE,1996,3.0,Male,35-44
21911,SE,1997,13.0,Male,35-44
21912,SE,1998,3.0,Male,35-44
21913,SE,1999,12.0,Male,35-44
21914,SE,2000,12.0,Male,35-44
21915,SE,2001,5.0,Male,35-44
21916,SE,2002,10.0,Male,35-44
21917,SE,2003,12.0,Male,35-44
21918,SE,2004,8.0,Male,35-44
21919,SE,2005,16.0,Male,35-44
21920,SE,2006,14.0,Male,35-44
21921,SE,2007,10.0,Male,35-44
21922,SE,2008,9.0,Male,35-44
21938,SG,1995,60.0,Male,35-44
21940,SG,1997,49.0,Male,35-44
21941,SG,1998,70.0,Male,35-44
21942,SG,1999,41.0,Male,35-44
21943,SG,2000,34.0,Male,35-44
21944,SG,2001,39.0,Male,35-44
21945,SG,2002,73.0,Male,35-44
21946,SG,2003,68.0,Male,35-44
21947,SG,2004,56.0,Male,35-44
21948,SG,2005,61.0,Male,35-44
21949,SG,2006,67.0,Male,35-44
21950,SG,2007,63.0,Male,35-44
21951,SG,2008,46.0,Male,35-44
21967,SI,1995,63.0,Male,35-44
21968,SI,1996,46.0,Male,35-44
21969,SI,1997,33.0,Male,35-44
21970,SI,1998,27.0,Male,35-44
21971,SI,1999,40.0,Male,35-44
21972,SI,2000,36.0,Male,35-44
21973,SI,2001,30.0,Male,35-44
21974,SI,2002,25.0,Male,35-44
21975,SI,2003,23.0,Male,35-44
21976,SI,2004,10.0,Male,35-44
21977,SI,2005,16.0,Male,35-44
21978,SI,2006,9.0,Male,35-44
21979,SI,2007,15.0,Male,35-44
21980,SI,2008,9.0,Male,35-44
21996,SK,1995,123.0,Male,35-44
21997,SK,1996,64.0,Male,35-44
21998,SK,1997,54.0,Male,35-44
21999,SK,1998,53.0,Male,35-44
22000,SK,1999,42.0,Male,35-44
22001,SK,2000,31.0,Male,35-44
22002,SK,2001,30.0,Male,35-44
22003,SK,2002,35.0,Male,35-44
22004,SK,2003,31.0,Male,35-44
22005,SK,2004,30.0,Male,35-44
22006,SK,2005,16.0,Male,35-44
22007,SK,2006,18.0,Male,35-44
22008,SK,2007,18.0,Male,35-44
22009,SK,2008,16.0,Male,35-44
22024,SL,1995,201.0,Male,35-44
22025,SL,1996,310.0,Male,35-44
22026,SL,1997,359.0,Male,35-44
22027,SL,1998,338.0,Male,35-44
22029,SL,2000,361.0,Male,35-44
22030,SL,2001,406.0,Male,35-44
22031,SL,2002,427.0,Male,35-44
22032,SL,2003,481.0,Male,35-44
22033,SL,2004,581.0,Male,35-44
22034,SL,2005,651.0,Male,35-44
22035,SL,2006,709.0,Male,35-44
22036,SL,2007,797.0,Male,35-44
22037,SL,2008,938.0,Male,35-44
22050,SM,2003,0.0,Male,35-44
22051,SM,2004,0.0,Male,35-44
22069,SN,1995,813.0,Male,35-44
22070,SN,1996,973.0,Male,35-44
22071,SN,1997,876.0,Male,35-44
22072,SN,1998,856.0,Male,35-44
22073,SN,1999,749.0,Male,35-44
22074,SN,2000,857.0,Male,35-44
22075,SN,2001,890.0,Male,35-44
22076,SN,2002,813.0,Male,35-44
22077,SN,2003,896.0,Male,35-44
22078,SN,2004,915.0,Male,35-44
22079,SN,2005,904.0,Male,35-44
22080,SN,2006,919.0,Male,35-44
22081,SN,2007,875.0,Male,35-44
22082,SN,2008,907.0,Male,35-44
22091,SO,1995,201.0,Male,35-44
22092,SO,1996,263.0,Male,35-44
22093,SO,1997,311.0,Male,35-44
22094,SO,1998,337.0,Male,35-44
22095,SO,1999,383.0,Male,35-44
22096,SO,2000,408.0,Male,35-44
22097,SO,2001,476.0,Male,35-44
22098,SO,2002,478.0,Male,35-44
22099,SO,2003,513.0,Male,35-44
22100,SO,2004,610.0,Male,35-44
22101,SO,2005,725.0,Male,35-44
22102,SO,2006,647.0,Male,35-44
22103,SO,2007,578.0,Male,35-44
22104,SO,2008,635.0,Male,35-44
22121,SR,1996,11.0,Male,35-44
22122,SR,1997,3.0,Male,35-44
22125,SR,2000,3.0,Male,35-44
22126,SR,2001,3.0,Male,35-44
22127,SR,2002,10.0,Male,35-44
22128,SR,2003,13.0,Male,35-44
22129,SR,2004,14.0,Male,35-44
22130,SR,2005,12.0,Male,35-44
22131,SR,2006,9.0,Male,35-44
22149,ST,2000,4.0,Male,35-44
22150,ST,2001,6.0,Male,35-44
22151,ST,2002,2.0,Male,35-44
22152,ST,2003,5.0,Male,35-44
22153,ST,2004,6.0,Male,35-44
22154,ST,2005,6.0,Male,35-44
22155,ST,2006,4.0,Male,35-44
22156,ST,2007,8.0,Male,35-44
22157,ST,2008,5.0,Male,35-44
22174,SV,1996,77.0,Male,35-44
22175,SV,1997,117.0,Male,35-44
22176,SV,1998,99.0,Male,35-44
22177,SV,1999,104.0,Male,35-44
22178,SV,2000,114.0,Male,35-44
22179,SV,2001,100.0,Male,35-44
22180,SV,2002,101.0,Male,35-44
22181,SV,2003,103.0,Male,35-44
22182,SV,2004,90.0,Male,35-44
22183,SV,2005,128.0,Male,35-44
22184,SV,2006,101.0,Male,35-44
22185,SV,2007,110.0,Male,35-44
22186,SV,2008,112.0,Male,35-44
22201,SY,1995,111.0,Male,35-44
22202,SY,1996,110.0,Male,35-44
22203,SY,1997,118.0,Male,35-44
22204,SY,1998,111.0,Male,35-44
22206,SY,2000,125.0,Male,35-44
22207,SY,2001,134.0,Male,35-44
22208,SY,2002,121.0,Male,35-44
22209,SY,2003,127.0,Male,35-44
22210,SY,2004,115.0,Male,35-44
22211,SY,2005,111.0,Male,35-44
22212,SY,2006,137.0,Male,35-44
22213,SY,2007,123.0,Male,35-44
22214,SY,2008,128.0,Male,35-44
22223,SZ,1995,130.0,Male,35-44
22224,SZ,1996,335.0,Male,35-44
22228,SZ,2000,249.0,Male,35-44
22229,SZ,2001,374.0,Male,35-44
22230,SZ,2002,182.0,Male,35-44
22231,SZ,2003,171.0,Male,35-44
22232,SZ,2004,245.0,Male,35-44
22233,SZ,2005,285.0,Male,35-44
22234,SZ,2006,268.0,Male,35-44
22235,SZ,2007,344.0,Male,35-44
22236,SZ,2008,357.0,Male,35-44
22253,TC,2002,1.0,Male,35-44
22254,TC,2003,0.0,Male,35-44
22256,TC,2006,0.0,Male,35-44
22278,TD,1999,957.0,Male,35-44
22279,TD,2002,794.0,Male,35-44
22280,TD,2003,549.0,Male,35-44
22281,TD,2004,415.0,Male,35-44
22282,TD,2005,409.0,Male,35-44
22285,TD,2008,1543.0,Male,35-44
22301,TG,1995,123.0,Male,35-44
22302,TG,1996,134.0,Male,35-44
22304,TG,1998,136.0,Male,35-44
22305,TG,1999,124.0,Male,35-44
22306,TG,2000,144.0,Male,35-44
22308,TG,2002,166.0,Male,35-44
22309,TG,2003,192.0,Male,35-44
22310,TG,2004,233.0,Male,35-44
22311,TG,2005,283.0,Male,35-44
22312,TG,2006,344.0,Male,35-44
22313,TG,2007,276.0,Male,35-44
22314,TG,2008,338.0,Male,35-44
22330,TH,1995,2948.0,Male,35-44
22331,TH,1996,2496.0,Male,35-44
22332,TH,1997,2101.0,Male,35-44
22333,TH,1998,1098.0,Male,35-44
22334,TH,1999,2015.0,Male,35-44
22335,TH,2000,2380.0,Male,35-44
22336,TH,2001,4516.0,Male,35-44
22337,TH,2002,3699.0,Male,35-44
22338,TH,2003,4259.0,Male,35-44
22339,TH,2004,4542.0,Male,35-44
22340,TH,2005,4393.0,Male,35-44
22341,TH,2006,4664.0,Male,35-44
22342,TH,2007,4487.0,Male,35-44
22343,TH,2008,4425.0,Male,35-44
22360,TJ,1996,23.0,Male,35-44
22361,TJ,1997,26.0,Male,35-44
22362,TJ,1998,48.0,Male,35-44
22365,TJ,2001,89.0,Male,35-44
22366,TJ,2002,66.0,Male,35-44
22368,TJ,2004,58.0,Male,35-44
22369,TJ,2005,164.0,Male,35-44
22371,TJ,2007,194.0,Male,35-44
22372,TJ,2008,165.0,Male,35-44
22397,TK,2007,0.0,Male,35-44
22398,TK,2008,4.0,Male,35-44
22400,TL,2002,119.0,Male,35-44
22401,TL,2003,107.0,Male,35-44
22402,TL,2004,95.0,Male,35-44
22403,TL,2005,116.0,Male,35-44
22404,TL,2006,103.0,Male,35-44
22405,TL,2007,89.0,Male,35-44
22406,TL,2008,93.0,Male,35-44
22421,TM,1995,0.0,Male,35-44
22422,TM,1996,101.0,Male,35-44
22423,TM,1997,77.0,Male,35-44
22424,TM,1998,131.0,Male,35-44
22425,TM,1999,174.0,Male,35-44
22426,TM,2000,144.0,Male,35-44
22427,TM,2001,196.0,Male,35-44
22428,TM,2002,224.0,Male,35-44
22429,TM,2003,212.0,Male,35-44
22430,TM,2004,174.0,Male,35-44
22431,TM,2005,146.0,Male,35-44
22432,TM,2006,191.0,Male,35-44
22433,TM,2007,224.0,Male,35-44
22434,TM,2008,201.0,Male,35-44
22453,TN,1998,155.0,Male,35-44
22454,TN,1999,181.0,Male,35-44
22455,TN,2000,156.0,Male,35-44
22456,TN,2001,157.0,Male,35-44
22457,TN,2002,153.0,Male,35-44
22458,TN,2003,129.0,Male,35-44
22459,TN,2004,128.0,Male,35-44
22460,TN,2005,133.0,Male,35-44
22461,TN,2006,119.0,Male,35-44
22462,TN,2007,117.0,Male,35-44
22463,TN,2008,118.0,Male,35-44
22479,TO,1995,0.0,Male,35-44
22480,TO,1996,2.0,Male,35-44
22481,TO,1997,1.0,Male,35-44
22482,TO,1998,1.0,Male,35-44
22483,TO,1999,0.0,Male,35-44
22484,TO,2000,1.0,Male,35-44
22485,TO,2001,0.0,Male,35-44
22487,TO,2003,1.0,Male,35-44
22489,TO,2005,0.0,Male,35-44
22490,TO,2006,0.0,Male,35-44
22491,TO,2007,0.0,Male,35-44
22492,TO,2008,2.0,Male,35-44
22515,TR,2004,50.0,Male,35-44
22516,TR,2005,1028.0,Male,35-44
22517,TR,2006,1003.0,Male,35-44
22518,TR,2007,984.0,Male,35-44
22519,TR,2008,953.0,Male,35-44
22535,TT,1995,10.0,Male,35-44
22536,TT,1996,9.0,Male,35-44
22538,TT,1998,21.0,Male,35-44
22539,TT,1999,13.0,Male,35-44
22540,TT,2000,27.0,Male,35-44
22541,TT,2001,36.0,Male,35-44
22542,TT,2002,20.0,Male,35-44
22543,TT,2003,10.0,Male,35-44
22544,TT,2004,24.0,Male,35-44
22545,TT,2005,13.0,Male,35-44
22546,TT,2006,23.0,Male,35-44
22547,TT,2007,21.0,Male,35-44
22548,TT,2008,19.0,Male,35-44
22564,TV,1995,0.0,Male,35-44
22566,TV,1998,2.0,Male,35-44
22571,TV,2003,1.0,Male,35-44
22574,TV,2006,0.0,Male,35-44
22575,TV,2007,2.0,Male,35-44
22576,TV,2008,0.0,Male,35-44
22592,TZ,1995,2916.0,Male,35-44
22593,TZ,1996,3107.0,Male,35-44
22594,TZ,1997,3066.0,Male,35-44
22595,TZ,1998,3400.0,Male,35-44
22596,TZ,1999,3401.0,Male,35-44
22597,TZ,2000,3430.0,Male,35-44
22598,TZ,2001,3545.0,Male,35-44
22599,TZ,2002,3525.0,Male,35-44
22600,TZ,2003,3728.0,Male,35-44
22601,TZ,2004,3884.0,Male,35-44
22602,TZ,2005,4025.0,Male,35-44
22603,TZ,2006,3832.0,Male,35-44
22604,TZ,2007,3855.0,Male,35-44
22605,TZ,2008,3874.0,Male,35-44
22621,UA,1995,2064.0,Male,35-44
22622,UA,1996,2318.0,Male,35-44
22623,UA,1997,2107.0,Male,35-44
22624,UA,1998,2460.0,Male,35-44
22625,UA,1999,2351.0,Male,35-44
22626,UA,2000,2385.0,Male,35-44
22627,UA,2001,2720.0,Male,35-44
22629,UA,2003,2808.0,Male,35-44
22632,UA,2006,2979.0,Male,35-44
22633,UA,2007,5206.0,Male,35-44
22634,UA,2008,2859.0,Male,35-44
22648,UG,1995,1797.0,Male,35-44
22649,UG,1996,2026.0,Male,35-44
22650,UG,1997,2919.0,Male,35-44
22651,UG,1998,2491.0,Male,35-44
22652,UG,1999,2526.0,Male,35-44
22653,UG,2000,2479.0,Male,35-44
22654,UG,2001,2540.0,Male,35-44
22655,UG,2002,2865.0,Male,35-44
22656,UG,2003,3011.0,Male,35-44
22657,UG,2004,3269.0,Male,35-44
22658,UG,2005,3209.0,Male,35-44
22659,UG,2006,3391.0,Male,35-44
22660,UG,2007,3551.0,Male,35-44
22661,UG,2008,3922.0,Male,35-44
22677,US,1995,1417.0,Male,35-44
22678,US,1996,1219.0,Male,35-44
22679,US,1997,1127.0,Male,35-44
22680,US,1998,1009.0,Male,35-44
22681,US,1999,1011.0,Male,35-44
22682,US,2000,906.0,Male,35-44
22683,US,2001,824.0,Male,35-44
22684,US,2002,813.0,Male,35-44
22685,US,2003,754.0,Male,35-44
22686,US,2004,728.0,Male,35-44
22687,US,2005,666.0,Male,35-44
22688,US,2006,659.0,Male,35-44
22689,US,2007,572.0,Male,35-44
22690,US,2008,495.0,Male,35-44
22706,UY,1995,35.0,Male,35-44
22707,UY,1996,58.0,Male,35-44
22708,UY,1997,53.0,Male,35-44
22709,UY,1998,52.0,Male,35-44
22710,UY,1999,42.0,Male,35-44
22711,UY,2000,45.0,Male,35-44
22712,UY,2001,49.0,Male,35-44
22713,UY,2002,37.0,Male,35-44
22714,UY,2003,35.0,Male,35-44
22715,UY,2004,53.0,Male,35-44
22716,UY,2005,39.0,Male,35-44
22717,UY,2006,34.0,Male,35-44
22718,UY,2007,37.0,Male,35-44
22719,UY,2008,64.0,Male,35-44
22735,UZ,1996,650.0,Male,35-44
22737,UZ,1998,0.0,Male,35-44
22738,UZ,1999,519.0,Male,35-44
22739,UZ,2000,510.0,Male,35-44
22740,UZ,2001,523.0,Male,35-44
22741,UZ,2002,318.0,Male,35-44
22742,UZ,2003,595.0,Male,35-44
22743,UZ,2004,607.0,Male,35-44
22744,UZ,2005,723.0,Male,35-44
22745,UZ,2006,717.0,Male,35-44
22746,UZ,2007,579.0,Male,35-44
22747,UZ,2008,572.0,Male,35-44
22766,VC,1998,0.0,Male,35-44
22768,VC,2000,4.0,Male,35-44
22769,VC,2001,1.0,Male,35-44
22770,VC,2002,1.0,Male,35-44
22771,VC,2003,2.0,Male,35-44
22773,VC,2005,2.0,Male,35-44
22775,VC,2007,3.0,Male,35-44
22796,VE,1999,420.0,Male,35-44
22799,VE,2002,425.0,Male,35-44
22800,VE,2003,453.0,Male,35-44
22801,VE,2004,459.0,Male,35-44
22802,VE,2005,413.0,Male,35-44
22803,VE,2006,413.0,Male,35-44
22804,VE,2007,390.0,Male,35-44
22805,VE,2008,326.0,Male,35-44
22829,VI,1995,1.0,Male,35-44
22830,VI,1996,1.0,Male,35-44
22850,VN,1996,7137.0,Male,35-44
22851,VN,1997,8363.0,Male,35-44
22852,VN,1998,8765.0,Male,35-44
22853,VN,1999,8392.0,Male,35-44
22854,VN,2000,8209.0,Male,35-44
22855,VN,2001,8457.0,Male,35-44
22856,VN,2002,8855.0,Male,35-44
22857,VN,2003,8486.0,Male,35-44
22858,VN,2004,9110.0,Male,35-44
22859,VN,2005,8738.0,Male,35-44
22860,VN,2006,8931.0,Male,35-44
22861,VN,2007,8391.0,Male,35-44
22862,VN,2008,8230.0,Male,35-44
22878,VU,1995,5.0,Male,35-44
22879,VU,1996,6.0,Male,35-44
22881,VU,1998,1.0,Male,35-44
22882,VU,1999,1.0,Male,35-44
22883,VU,2000,1.0,Male,35-44
22884,VU,2001,4.0,Male,35-44
22885,VU,2002,3.0,Male,35-44
22886,VU,2003,7.0,Male,35-44
22887,VU,2004,2.0,Male,35-44
22888,VU,2005,5.0,Male,35-44
22889,VU,2006,1.0,Male,35-44
22890,VU,2007,4.0,Male,35-44
22891,VU,2008,3.0,Male,35-44
22906,WF,1996,0.0,Male,35-44
22909,WF,2002,1.0,Male,35-44
22910,WF,2003,2.0,Male,35-44
22914,WF,2007,0.0,Male,35-44
22931,WS,1995,1.0,Male,35-44
22932,WS,1996,0.0,Male,35-44
22933,WS,1997,1.0,Male,35-44
22934,WS,1998,0.0,Male,35-44
22935,WS,1999,0.0,Male,35-44
22936,WS,2000,1.0,Male,35-44
22937,WS,2001,1.0,Male,35-44
22938,WS,2002,0.0,Male,35-44
22941,WS,2005,1.0,Male,35-44
22942,WS,2006,1.0,Male,35-44
22944,WS,2008,0.0,Male,35-44
22952,YE,1995,256.0,Male,35-44
22953,YE,1996,71.0,Male,35-44
22954,YE,1997,329.0,Male,35-44
22955,YE,1998,491.0,Male,35-44
22956,YE,1999,390.0,Male,35-44
22957,YE,2000,493.0,Male,35-44
22958,YE,2001,491.0,Male,35-44
22959,YE,2002,377.0,Male,35-44
22960,YE,2003,399.0,Male,35-44
22961,YE,2004,377.0,Male,35-44
22962,YE,2005,366.0,Male,35-44
22963,YE,2006,358.0,Male,35-44
22964,YE,2007,379.0,Male,35-44
22965,YE,2008,316.0,Male,35-44
22981,YU,1995,317.0,Male,35-44
22982,YU,1996,461.0,Male,35-44
22983,YU,1997,450.0,Male,35-44
22987,YU,2001,44.0,Male,35-44
22988,YU,2002,44.0,Male,35-44
22989,YU,2003,70.0,Male,35-44
